LineNo,TimeUS,I,VDop,HAcc,VAcc,SAcc,YAcc,VV,SMS,Delta,Und
3.6633e+05,1.7324e+09,0,1.05,0.69,0.96,0.12,0,1,1.7323e+06,200,-43.043
3.6706e+05,1.7326e+09,0,1.05,0.69,0.96,0.13,0,1,1.7325e+06,200,-43.043
3.6795e+05,1.7328e+09,0,1.02,0.69,0.95,0.12,0,1,1.7327e+06,200,-43.043
3.6867e+05,1.7329e+09,0,1.05,0.69,0.95,0.13,0,1,1.7329e+06,200,-43.043
3.6955e+05,1.7332e+09,0,1.01,0.69,0.95,0.18,0,1,1.7331e+06,200,-43.043
3.7031e+05,1.7334e+09,0,0.99,0.69,0.95,0.19,0,1,1.7333e+06,200,-43.043
3.7111e+05,1.7335e+09,0,1.01,0.69,0.95,0.2,0,1,1.7335e+06,200,-43.043
3.7188e+05,1.7337e+09,0,1.01,0.69,0.95,0.2,0,1,1.7337e+06,200,-43.043
3.7276e+05,1.734e+09,0,0.99,0.69,0.95,0.2,0,1,1.7339e+06,200,-43.043
3.7351e+05,1.7341e+09,0,1.01,0.69,0.95,0.2,0,1,1.7341e+06,200,-43.043
3.7431e+05,1.7343e+09,0,1.01,0.69,0.95,0.2,0,1,1.7343e+06,200,-43.043
3.7519e+05,1.7346e+09,0,1.01,0.69,0.95,0.19,0,1,1.7345e+06,200,-43.043
3.7599e+05,1.7348e+09,0,1.01,0.69,0.95,0.2,0,1,1.7347e+06,200,-43.043
3.7676e+05,1.7349e+09,0,1.01,0.69,0.95,0.2,0,1,1.7349e+06,200,-43.043
3.7756e+05,1.7351e+09,0,1.01,0.69,0.95,0.2,0,1,1.7351e+06,200,-43.044
3.7842e+05,1.7354e+09,0,0.99,0.69,0.95,0.2,0,1,1.7353e+06,202,-43.043
3.7922e+05,1.7356e+09,0,0.99,0.69,0.95,0.2,0,1,1.7355e+06,200,-43.043
3.8002e+05,1.7357e+09,0,0.99,0.69,0.95,0.21,0,1,1.7357e+06,200,-43.043
3.8092e+05,1.736e+09,0,0.99,0.69,0.95,0.2,0,1,1.7359e+06,200,-43.043
3.8168e+05,1.7362e+09,0,1.01,0.69,0.95,0.22,0,1,1.7361e+06,200,-43.043
3.8247e+05,1.7364e+09,0,1.01,0.69,0.95,0.22,0,1,1.7363e+06,200,-43.044
3.8314e+05,1.7365e+09,0,1.01,0.69,0.95,0.22,0,1,1.7365e+06,200,-43.043
3.8403e+05,1.7368e+09,0,1.05,0.69,0.95,0.23,0,1,1.7367e+06,200,-43.043
3.8483e+05,1.737e+09,0,1.05,0.69,0.95,0.21,0,1,1.7369e+06,200,-43.043
3.856e+05,1.7371e+09,0,1.05,0.69,0.96,0.23,0,1,1.7371e+06,200,-43.043
3.8645e+05,1.7374e+09,0,1.05,0.69,0.96,0.24,0,1,1.7373e+06,200,-43.043
3.8722e+05,1.7376e+09,0,1.05,0.69,0.96,0.24,0,1,1.7375e+06,200,-43.043
3.8795e+05,1.7377e+09,0,1.05,0.7,0.96,0.25,0,1,1.7377e+06,200,-43.044
3.8881e+05,1.738e+09,0,1.05,0.7,0.96,0.24,0,1,1.7379e+06,200,-43.043
3.8961e+05,1.7382e+09,0,1.02,0.7,0.96,0.23,0,1,1.7381e+06,200,-43.043
3.9049e+05,1.7384e+09,0,1.02,0.7,0.96,0.23,0,1,1.7383e+06,200,-43.044
3.913e+05,1.7386e+09,0,1.02,0.7,0.96,0.21,0,1,1.7385e+06,200,-43.043
3.9214e+05,1.7388e+09,0,1.02,0.7,0.96,0.22,0,1,1.7387e+06,200,-43.043
3.9283e+05,1.7389e+09,0,1.02,0.7,0.96,0.23,0,1,1.7389e+06,200,-43.043
3.9368e+05,1.7392e+09,0,1.02,0.7,0.96,0.23,0,1,1.7391e+06,200,-43.043
3.9449e+05,1.7394e+09,0,1.02,0.7,0.96,0.23,0,1,1.7393e+06,200,-43.043
3.9529e+05,1.7396e+09,0,1.02,0.7,0.96,0.23,0,1,1.7395e+06,200,-43.044
3.9609e+05,1.7397e+09,0,1.02,0.7,0.96,0.23,0,1,1.7397e+06,200,-43.043
3.9698e+05,1.74e+09,0,1.02,0.7,0.96,0.22,0,1,1.7399e+06,200,-43.043
3.9778e+05,1.7402e+09,0,1.02,0.7,0.96,0.23,0,1,1.7401e+06,200,-43.043
3.9855e+05,1.7404e+09,0,1.02,0.7,0.96,0.23,0,1,1.7403e+06,200,-43.043
3.9936e+05,1.7406e+09,0,1.05,0.7,0.96,0.23,0,1,1.7405e+06,200,-43.043
4.0024e+05,1.7408e+09,0,1.05,0.7,0.96,0.2,0,1,1.7407e+06,200,-43.043
4.0103e+05,1.741e+09,0,1.05,0.71,0.96,0.2,0,1,1.7409e+06,200,-43.043
4.018e+05,1.7412e+09,0,1.05,0.71,0.96,0.17,0,1,1.7411e+06,200,-43.043
4.026e+05,1.7413e+09,0,1.05,0.71,0.96,0.12,0,1,1.7413e+06,200,-43.044
4.0345e+05,1.7416e+09,0,1.05,0.71,0.96,0.18,0,1,1.7415e+06,200,-43.043
4.0425e+05,1.7417e+09,0,1.05,0.71,0.96,0.17,0,1,1.7417e+06,200,-43.043
4.0502e+05,1.7419e+09,0,1.05,0.71,0.96,0.15,0,1,1.7419e+06,200,-43.043
4.0591e+05,1.7422e+09,0,1.05,0.71,0.96,0.13,0,1,1.7421e+06,200,-43.043
4.067e+05,1.7424e+09,0,1.05,0.71,0.96,0.14,0,1,1.7423e+06,200,-43.043
4.0744e+05,1.7425e+09,0,1.05,0.71,0.96,0.13,0,1,1.7425e+06,200,-43.044
4.0832e+05,1.7428e+09,0,1.05,0.71,0.96,0.12,0,1,1.7427e+06,200,-43.043
4.0912e+05,1.743e+09,0,1.05,0.71,0.96,0.12,0,1,1.7429e+06,200,-43.043
4.0993e+05,1.7432e+09,0,1.05,0.71,0.96,0.11,0,1,1.7431e+06,200,-43.043
4.1073e+05,1.7433e+09,0,1.05,0.71,0.96,0.13,0,1,1.7433e+06,200,-43.043
4.1159e+05,1.7436e+09,0,1.05,0.71,0.96,0.13,0,1,1.7435e+06,200,-43.043
4.1239e+05,1.7438e+09,0,1.05,0.72,0.96,0.16,0,1,1.7437e+06,200,-43.043
4.1306e+05,1.7439e+09,0,1.05,0.72,0.96,0.18,0,1,1.7439e+06,200,-43.044
4.1396e+05,1.7442e+09,0,1.02,0.72,0.96,0.18,0,1,1.7441e+06,200,-43.043
4.1472e+05,1.7443e+09,0,1.02,0.72,0.96,0.19,0,1,1.7443e+06,200,-43.043
4.1561e+05,1.7446e+09,0,1.02,0.72,0.96,0.2,0,1,1.7445e+06,200,-43.043
4.1638e+05,1.7448e+09,0,1.02,0.72,0.96,0.21,0,1,1.7447e+06,200,-43.044
4.1718e+05,1.7449e+09,0,1.02,0.72,0.96,0.2,0,1,1.7449e+06,200,-43.043
4.1807e+05,1.7452e+09,0,1.02,0.72,0.96,0.2,0,1,1.7451e+06,200,-43.043
4.1883e+05,1.7454e+09,0,1.02,0.72,0.96,0.21,0,1,1.7453e+06,200,-43.043
4.1963e+05,1.7456e+09,0,1.02,0.72,0.97,0.21,0,1,1.7455e+06,200,-43.043
4.2049e+05,1.7458e+09,0,1.05,0.72,0.97,0.22,0,1,1.7457e+06,200,-43.043
4.2126e+05,1.746e+09,0,1.05,0.73,0.97,0.22,0,1,1.7459e+06,200,-43.044
4.2203e+05,1.7462e+09,0,1.05,0.73,0.97,0.22,0,1,1.7461e+06,200,-43.043
4.2282e+05,1.7463e+09,0,1.05,0.73,0.97,0.21,0,1,1.7463e+06,200,-43.044
4.2368e+05,1.7466e+09,0,1.05,0.73,0.97,0.19,0,1,1.7465e+06,200,-43.043
4.2448e+05,1.7468e+09,0,1.02,0.73,0.97,0.19,0,1,1.7467e+06,200,-43.043
4.2528e+05,1.747e+09,0,1.02,0.73,0.97,0.18,0,1,1.7469e+06,200,-43.043
4.2606e+05,1.7472e+09,0,1.02,0.73,0.97,0.17,0,1,1.7471e+06,200,-43.043
4.2686e+05,1.7474e+09,0,1.02,0.73,0.97,0.19,0,1,1.7473e+06,200,-43.044
4.2763e+05,1.7475e+09,0,1.02,0.73,0.97,0.16,0,1,1.7475e+06,200,-43.044
4.2843e+05,1.7477e+09,0,1.02,0.73,0.97,0.2,0,1,1.7477e+06,200,-43.043
4.2919e+05,1.7479e+09,0,1.02,0.73,0.97,0.18,0,1,1.7479e+06,200,-43.044
4.3008e+05,1.7482e+09,0,1.02,0.73,0.97,0.19,0,1,1.7481e+06,200,-43.043
4.3088e+05,1.7484e+09,0,1.02,0.73,0.97,0.18,0,1,1.7483e+06,200,-43.043
4.3168e+05,1.7485e+09,0,1.02,0.74,0.97,0.14,0,1,1.7485e+06,200,-43.043
4.3256e+05,1.7488e+09,0,1.02,0.74,0.98,0.16,0,1,1.7487e+06,200,-43.043
4.333e+05,1.749e+09,0,1.02,0.74,0.98,0.13,0,1,1.7489e+06,200,-43.043
4.341e+05,1.7491e+09,0,1.02,0.74,0.98,0.18,0,1,1.7491e+06,200,-43.043
4.3489e+05,1.7493e+09,0,1.02,0.74,0.98,0.14,0,1,1.7493e+06,200,-43.043
4.3578e+05,1.7496e+09,0,1.02,0.74,0.98,0.19,0,1,1.7495e+06,200,-43.043
4.3663e+05,1.7498e+09,0,1.02,0.74,0.98,0.15,0,1,1.7497e+06,200,-43.043
4.3743e+05,1.75e+09,0,1.02,0.74,0.98,0.18,0,1,1.7499e+06,200,-43.043
4.3824e+05,1.7502e+09,0,1.02,0.74,0.98,0.18,0,1,1.7501e+06,200,-43.043
4.3904e+05,1.7504e+09,0,1.02,0.74,0.98,0.23,0,1,1.7503e+06,200,-43.043
4.3984e+05,1.7506e+09,0,1.02,0.75,0.98,0.2,0,1,1.7505e+06,200,-43.043
4.406e+05,1.7508e+09,0,1.02,0.75,0.99,0.23,0,1,1.7507e+06,200,-43.043
4.414e+05,1.7509e+09,0,1.02,0.75,0.99,0.14,0,1,1.7509e+06,200,-43.043
4.4226e+05,1.7512e+09,0,1.02,0.75,0.99,0.24,0,1,1.7511e+06,200,-43.043
4.4306e+05,1.7513e+09,0,1.02,0.75,0.99,0.25,0,1,1.7513e+06,200,-43.043
4.4394e+05,1.7516e+09,0,1.02,0.75,0.99,0.22,0,1,1.7515e+06,200,-43.043
4.4476e+05,1.7518e+09,0,1.05,0.75,0.99,0.23,0,1,1.7517e+06,200,-43.043
4.4556e+05,1.752e+09,0,1.05,0.76,1,0.18,0,1,1.7519e+06,200,-43.044
4.4637e+05,1.7522e+09,0,1.05,0.76,1,0.23,0,1,1.7521e+06,200,-43.044
4.4726e+05,1.7524e+09,0,1.05,0.76,1,0.18,0,1,1.7523e+06,200,-43.043
4.4802e+05,1.7526e+09,0,1.05,0.76,1,0.21,0,1,1.7525e+06,200,-43.043
4.4882e+05,1.7528e+09,0,1.05,0.76,1,0.21,0,1,1.7527e+06,200,-43.044
4.4971e+05,1.753e+09,0,1.05,0.76,1.01,0.22,0,1,1.7529e+06,200,-43.043
4.5045e+05,1.7532e+09,0,1.05,0.76,1.01,0.17,0,1,1.7531e+06,200,-43.044
4.5125e+05,1.7533e+09,0,1.05,0.76,1.01,0.24,0,1,1.7533e+06,200,-43.043
4.5214e+05,1.7536e+09,0,1.05,0.77,1.01,0.21,0,1,1.7535e+06,200,-43.043
4.5303e+05,1.7538e+09,0,1.05,0.77,1.01,0.25,0,1,1.7537e+06,200,-43.044
4.5383e+05,1.754e+09,0,1.05,0.77,1.01,0.24,0,1,1.7539e+06,200,-43.043
4.5463e+05,1.7541e+09,0,1.05,0.77,1.02,0.21,0,1,1.7541e+06,200,-43.043
4.5549e+05,1.7544e+09,0,1.05,0.77,1.02,0.22,0,1,1.7543e+06,200,-43.043
4.5625e+05,1.7545e+09,0,1.05,0.77,1.02,0.2,0,1,1.7545e+06,200,-43.043
4.571e+05,1.7548e+09,0,1.05,0.77,1.02,0.25,0,1,1.7547e+06,200,-43.043
4.5786e+05,1.7549e+09,0,1.05,0.77,1.02,0.22,0,1,1.7549e+06,200,-43.043
4.5875e+05,1.7551e+09,0,1.05,0.78,1.02,0.26,0,1,1.7551e+06,200,-43.043
4.5961e+05,1.7554e+09,0,1.05,0.78,1.03,0.24,0,1,1.7553e+06,200,-43.043
4.6038e+05,1.7555e+09,0,1.05,0.78,1.03,0.25,0,1,1.7555e+06,200,-43.043
4.6126e+05,1.7558e+09,0,1.05,0.78,1.03,0.16,0,1,1.7557e+06,200,-43.043
4.6204e+05,1.7559e+09,0,1.05,0.78,1.03,0.21,0,1,1.7559e+06,200,-43.043
4.6284e+05,1.7561e+09,0,1.05,0.78,1.03,0.26,0,1,1.7561e+06,200,-43.043
4.6378e+05,1.7564e+09,0,1.05,0.79,1.04,0.22,0,1,1.7563e+06,200,-43.043
4.6455e+05,1.7566e+09,0,1.05,0.79,1.04,0.25,0,1,1.7565e+06,200,-43.043
4.6541e+05,1.7568e+09,0,1.05,0.79,1.04,0.19,0,1,1.7567e+06,200,-43.043
4.6612e+05,1.7569e+09,0,1.05,0.79,1.04,0.22,0,1,1.7569e+06,200,-43.043
4.6701e+05,1.7572e+09,0,1.05,0.79,1.04,0.24,0,1,1.7571e+06,200,-43.043
4.6781e+05,1.7573e+09,0,1.05,0.79,1.04,0.24,0,1,1.7573e+06,200,-43.043
4.6862e+05,1.7575e+09,0,1.05,0.79,1.04,0.25,0,1,1.7575e+06,200,-43.044
4.6947e+05,1.7577e+09,0,1.05,0.8,1.05,0.16,0,1,1.7577e+06,200,-43.043
4.7036e+05,1.758e+09,0,1.05,0.8,1.05,0.2,0,1,1.7579e+06,200,-43.043
4.7116e+05,1.7582e+09,0,1.07,0.8,1.05,0.25,0,1,1.7581e+06,200,-43.043
4.7202e+05,1.7584e+09,0,1.07,0.8,1.05,0.26,0,1,1.7583e+06,200,-43.043
4.7282e+05,1.7586e+09,0,1.07,0.8,1.05,0.18,0,1,1.7585e+06,200,-43.043
4.7367e+05,1.7588e+09,0,1.07,0.8,1.05,0.21,0,1,1.7587e+06,200,-43.044
4.7443e+05,1.759e+09,0,1.07,0.8,1.05,0.23,0,1,1.7589e+06,200,-43.043
4.7523e+05,1.7591e+09,0,1.07,0.81,1.06,0.25,0,1,1.7591e+06,200,-43.043
4.7612e+05,1.7594e+09,0,1.07,0.81,1.06,0.21,0,1,1.7593e+06,200,-43.044
4.7688e+05,1.7595e+09,0,1.07,0.81,1.06,0.27,0,1,1.7595e+06,200,-43.043
4.7773e+05,1.7598e+09,0,1.07,0.81,1.06,0.24,0,1,1.7597e+06,200,-43.043
4.7854e+05,1.7599e+09,0,1.07,0.81,1.06,0.25,0,1,1.7599e+06,200,-43.043
4.7942e+05,1.7602e+09,0,1.07,0.82,1.06,0.27,0,1,1.7601e+06,200,-43.043
4.8023e+05,1.7604e+09,0,1.07,0.82,1.07,0.27,0,1,1.7603e+06,200,-43.043
4.8104e+05,1.7605e+09,0,1.07,0.82,1.07,0.23,0,1,1.7605e+06,200,-43.043
4.8193e+05,1.7608e+09,0,1.07,0.82,1.07,0.21,0,1,1.7607e+06,200,-43.043
4.8269e+05,1.7609e+09,0,1.07,0.82,1.07,0.22,0,1,1.7609e+06,200,-43.043
4.8355e+05,1.7612e+09,0,1.07,0.82,1.07,0.18,0,1,1.7611e+06,200,-43.043
4.8434e+05,1.7613e+09,0,1.07,0.82,1.07,0.25,0,1,1.7613e+06,200,-43.043
4.8511e+05,1.7615e+09,0,1.07,0.82,1.07,0.19,0,1,1.7615e+06,200,-43.043
4.86e+05,1.7618e+09,0,1.02,0.83,1.07,0.24,0,1,1.7617e+06,200,-43.043
4.8689e+05,1.762e+09,0,1.02,0.83,1.07,0.23,0,1,1.7619e+06,200,-43.043
4.877e+05,1.7622e+09,0,1.02,0.83,1.07,0.21,0,1,1.7621e+06,200,-43.043
4.886e+05,1.7624e+09,0,1.02,0.83,1.07,0.17,0,1,1.7623e+06,200,-43.043
4.8938e+05,1.7626e+09,0,1.02,0.83,1.08,0.23,0,1,1.7625e+06,200,-43.043
4.9024e+05,1.7628e+09,0,1.02,0.83,1.08,0.2,0,1,1.7627e+06,200,-43.043
4.9104e+05,1.763e+09,0,1.02,0.83,1.08,0.22,0,1,1.7629e+06,200,-43.043
4.9186e+05,1.7631e+09,0,1.02,0.83,1.08,0.16,0,1,1.7631e+06,200,-43.043
4.9272e+05,1.7634e+09,0,1.02,0.83,1.08,0.25,0,1,1.7633e+06,200,-43.043
4.9362e+05,1.7636e+09,0,1.02,0.83,1.08,0.27,0,1,1.7635e+06,200,-43.043
4.944e+05,1.7638e+09,0,1.02,0.83,1.08,0.21,0,1,1.7637e+06,200,-43.043
4.953e+05,1.764e+09,0,1.02,0.83,1.08,0.23,0,1,1.7639e+06,200,-43.043
4.9608e+05,1.7642e+09,0,1.02,0.84,1.08,0.26,0,1,1.7641e+06,200,-43.043
4.9688e+05,1.7643e+09,0,1.02,0.84,1.08,0.24,0,1,1.7643e+06,200,-43.043
4.9778e+05,1.7645e+09,0,1.02,0.84,1.09,0.23,0,1,1.7645e+06,200,-43.043
4.9864e+05,1.7648e+09,0,1.02,0.84,1.09,0.19,0,1,1.7647e+06,200,-43.043
4.9941e+05,1.7649e+09,0,1.02,0.84,1.09,0.26,0,1,1.7649e+06,200,-43.043
5.0031e+05,1.7652e+09,0,1.02,0.84,1.09,0.31,0,1,1.7651e+06,200,-43.044
5.0121e+05,1.7654e+09,0,1.02,0.85,1.09,0.2,0,1,1.7653e+06,200,-43.043
5.0198e+05,1.7656e+09,0,1.02,0.85,1.1,0.3,0,1,1.7655e+06,200,-43.043
5.0285e+05,1.7658e+09,0,1.02,0.86,1.1,0.32,0,1,1.7657e+06,200,-43.044
5.0366e+05,1.766e+09,0,1.07,0.87,1.11,0.48,0,1,1.7659e+06,200,-43.044
5.0453e+05,1.7662e+09,0,1.07,0.89,1.12,0.6,0,1,1.7661e+06,200,-43.043
5.0543e+05,1.7664e+09,0,1.07,0.91,1.13,0.41,0,1,1.7663e+06,200,-43.043
5.062e+05,1.7666e+09,0,1.07,0.92,1.15,0.46,0,1,1.7665e+06,200,-43.043
5.0709e+05,1.7668e+09,0,1.07,0.94,1.16,0.46,0,1,1.7667e+06,200,-43.043
5.0787e+05,1.767e+09,0,1.07,0.95,1.17,0.43,0,1,1.7669e+06,200,-43.043
5.0877e+05,1.7672e+09,0,1.02,0.97,1.18,0.54,0,1,1.7671e+06,200,-43.043
5.0953e+05,1.7674e+09,0,1.02,0.98,1.19,0.42,0,1,1.7673e+06,200,-43.044
5.1034e+05,1.7676e+09,0,1.02,1,1.2,0.46,0,1,1.7675e+06,200,-43.043
5.1123e+05,1.7678e+09,0,1.02,1.02,1.21,0.59,0,1,1.7677e+06,200,-43.043
5.12e+05,1.768e+09,0,1.02,1.02,1.21,0.16,0,1,1.7679e+06,200,-43.043
5.1289e+05,1.7682e+09,0,1.01,1.03,1.21,0.17,0,1,1.7681e+06,200,-43.044
5.1365e+05,1.7683e+09,0,1.01,1.02,1.21,0.25,0,1,1.7683e+06,200,-43.043
5.145e+05,1.7686e+09,0,1.01,1.02,1.21,0.24,0,1,1.7685e+06,200,-43.043
5.1539e+05,1.7688e+09,0,1.01,1.02,1.21,0.22,0,1,1.7687e+06,200,-43.043
5.1625e+05,1.769e+09,0,1.01,1.02,1.21,0.22,0,1,1.7689e+06,200,-43.043
5.1701e+05,1.7692e+09,0,1.01,1.02,1.21,0.22,0,1,1.7691e+06,200,-43.043
5.179e+05,1.7694e+09,0,0.99,1.02,1.2,0.23,0,1,1.7693e+06,200,-43.044
5.1867e+05,1.7695e+09,0,0.99,1.02,1.2,0.25,0,1,1.7695e+06,200,-43.043
5.1955e+05,1.7698e+09,0,0.99,1.02,1.21,0.31,0,1,1.7697e+06,200,-43.044
5.2032e+05,1.7699e+09,0,1.01,1.02,1.21,0.28,0,1,1.7699e+06,200,-43.044
5.2121e+05,1.7702e+09,0,1.01,1.02,1.21,0.27,0,1,1.7701e+06,200,-43.043
5.2198e+05,1.7703e+09,0,1.05,1.02,1.21,0.28,0,1,1.7703e+06,200,-43.044
5.2286e+05,1.7706e+09,0,1.05,1.02,1.22,0.37,0,1,1.7705e+06,200,-43.043
5.2375e+05,1.7708e+09,0,1.05,1.03,1.22,0.25,0,1,1.7707e+06,200,-43.043
5.2452e+05,1.771e+09,0,1.05,1.03,1.23,0.32,0,1,1.7709e+06,200,-43.043
5.2531e+05,1.7711e+09,0,1.14,1.03,1.23,0.3,0,1,1.7711e+06,200,-43.043
5.2613e+05,1.7713e+09,0,1.05,1.03,1.24,0.25,0,1,1.7713e+06,200,-43.043
5.2699e+05,1.7716e+09,0,1.15,1.03,1.24,0.27,0,1,1.7715e+06,200,-43.043
5.2787e+05,1.7718e+09,0,1.15,1.04,1.25,0.31,0,1,1.7717e+06,200,-43.043
5.2868e+05,1.772e+09,0,1.07,1.04,1.25,0.24,0,1,1.7719e+06,200,-43.043
5.2953e+05,1.7722e+09,0,1.08,1.04,1.25,0.26,0,1,1.7721e+06,200,-43.043
5.303e+05,1.7724e+09,0,1.16,1.04,1.26,0.26,0,1,1.7723e+06,200,-43.043
5.3118e+05,1.7726e+09,0,1.07,1.04,1.26,0.25,0,1,1.7725e+06,200,-43.043
5.3194e+05,1.7728e+09,0,1.15,1.04,1.26,0.33,0,1,1.7727e+06,200,-43.043
5.3284e+05,1.773e+09,0,1.02,1.04,1.27,0.26,0,1,1.7729e+06,200,-43.043
5.3364e+05,1.7731e+09,0,1.02,1.04,1.27,0.29,0,1,1.7731e+06,200,-43.044
5.3448e+05,1.7734e+09,0,1.02,1.05,1.27,0.31,0,1,1.7733e+06,200,-43.043
5.3534e+05,1.7736e+09,0,1.02,1.05,1.27,0.27,0,1,1.7735e+06,200,-43.043
5.3614e+05,1.7738e+09,0,1.02,1.05,1.28,0.31,0,1,1.7737e+06,200,-43.043
5.3703e+05,1.774e+09,0,1.02,1.05,1.28,0.29,0,1,1.7739e+06,200,-43.043
5.3783e+05,1.7742e+09,0,1.07,1.05,1.28,0.31,0,1,1.7741e+06,200,-43.043
5.3868e+05,1.7744e+09,0,1.07,1.05,1.29,0.28,0,1,1.7743e+06,200,-43.043
5.3944e+05,1.7745e+09,0,1.07,1.06,1.29,0.28,0,1,1.7745e+06,200,-43.043
5.4033e+05,1.7748e+09,0,1.07,1.06,1.3,0.29,0,1,1.7747e+06,200,-43.043
5.4113e+05,1.7749e+09,0,1.07,1.06,1.31,0.31,0,1,1.7749e+06,200,-43.043
5.4199e+05,1.7752e+09,0,1.07,1.06,1.31,0.3,0,1,1.7751e+06,200,-43.044
5.4288e+05,1.7754e+09,0,1.07,1.07,1.31,0.28,0,1,1.7753e+06,200,-43.044
5.4361e+05,1.7756e+09,0,1.06,1.07,1.32,0.31,0,1,1.7755e+06,200,-43.044
5.445e+05,1.7758e+09,0,1.08,1.08,1.32,0.38,0,1,1.7757e+06,200,-43.043
5.453e+05,1.7759e+09,0,1.02,1.08,1.32,0.27,0,1,1.7759e+06,200,-43.043
5.4615e+05,1.7762e+09,0,1.02,1.08,1.32,0.23,0,1,1.7761e+06,200,-43.043
5.4692e+05,1.7763e+09,0,1.02,1.08,1.32,0.22,0,1,1.7763e+06,200,-43.044
5.4781e+05,1.7766e+09,0,1.02,1.08,1.32,0.27,0,1,1.7765e+06,200,-43.044
